idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
11012,Alabama Slammer,,Summer,,Ordinary Drink,Alcoholic,Highball glass,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",https://www.thecocktaildb.com/images/media/drink/jntghf1606771886.jpg,Southern Comfort,Amaretto,Sloe gin,Lemon juice,,,,,,,,,,,,1 oz ,1 oz ,1/2 oz ,1 dash ,,,,,,,,,,,,https://www.pxfuel.com/en/free-photo-eplac,pxfuel.com,Yes,2017-01-02 20:07:27
11013,Alaska Cocktail,,"Beach,Chilli",,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",https://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,Orange bitters,Gin,Yellow Chartreuse,Lemon peel,,,,,,,,,,,,2 dashes ,1 1/2 oz ,3/4 oz ,Twist of ,,,,,,,,,,,,,,No,2017-01-02 20:08:40
11022,Allies Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,Dry Vermouth,Gin,Kummel,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,,,,No,2017-01-02 20:15:04
17168,Amaretto Sunset,,,,Ordinary Drink,Alcoholic,Collins Glass,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",https://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Triple sec,Amaretto,Cider,Ice,,,,,,,,,,,,1/2 jigger ,3 shots ,1/2 cup ,Add 1/2 cup ,,,,,,,,,,,,,,No,2017-04-24 22:36:00
17074,Arizona Twister,,,,Cocktail,Alcoholic,Hurricane glass,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",https://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Vodka,Malibu rum,Gold tequila,Orange juice,Pineapple juice,Cream of coconut,Grenadine,Ice,Pineapple,,,,,,,1 shot ,1 shot ,1 shot ,1 splash ,1 splash ,1 splash ,1 dash ,crushed ,1 wedge ,,,,,,,,,No,2017-04-24 22:08:55
11054,Arthur Tompkins,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Gin,Grand Marnier,Lemon juice,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,2 tsp ,1 twist of ,,,,,,,,,,,,,,No,2017-04-24 22:05:21
12870,Artillery Punch,,,,Punch / Party Drink,Alcoholic,Punch bowl,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",https://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,Tea,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange juice,Lemon juice,,,,,,,,1 quart black ,1 quart ,1 fifth ,1 pint Jamaican ,1/2 pint ,1 1/2 oz ,1 pint ,1/2 pint ,,,,,,,,,,No,2017-04-24 22:01:32
14564,A Splash of Nash,,,,Shot,Alcoholic,Highball glass,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,https://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Cranberry juice,Soda water,Midori melon liqueur,Creme de Banane,,,,,,,,,,,,2 oz ,2 oz ,0.5 oz ,0.5 oz ,,,,,,,,,,,,,,No,2016-08-31 19:30:01
12792,Amaretto Liqueur,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",https://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Sugar,Water,Apricot,Almond flavoring,Grain alcohol,Water,Brandy,Food coloring,Food coloring,Food coloring,Glycerine,,,,,1 cup,3/4 cup ,2 ,1 tblsp ,1/2 cup pure ,1/2 cup ,1 cup ,3 drops yellow ,6 drops red ,2 drops blue ,1/2 tsp ,,,,,,,No,2016-09-01 09:47:29
11028,Amaretto Stinger,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Amaretto,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,,,No,2017-04-24 22:38:54
14578,Amaretto Sunrise,,,,Ordinary Drink,Alcoholic,Collins Glass,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,https://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Amaretto,Orange juice,Grenadine,,,,,,,,,,,,,1 cl ,4 oz ,1/4 cl ,,,,,,,,,,,,,,,No,2017-04-24 22:44:27
12794,Angelica Liqueur,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",https://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Angelica root,Almond,Allspice,Cinnamon,Anise,Coriander,Marjoram leaves,Vodka,Sugar,Water,Food coloring,Food coloring,,,,3 tblsp chopped,1 tblsp chopped ,1 cracked ,1 one-inch ,3-6 crushed ,1/8 tsp powdered ,1 tblsp fresh chopped ,1.5 cup ,1/2 cup granulated ,1/4 cup ,1 drop yellow ,1 drop green ,,,,,,No,2016-08-31 19:21:12
17118,Arctic Mouthwash,,,,Punch / Party Drink,Alcoholic,Cocktail glass,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,https://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,Maui,Mountain Dew,Ice,,,,,,,,,,,,,5 oz blue ,5 oz ,cubes,,,,,,,,,,,,,,,No,2016-11-12 15:15:35
14584,Arizona Stingers,,,,Cocktail,Alcoholic,Hurricane glass,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,https://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Absolut Vodka,Iced tea,,,,,,,,,,,,,,2 shots ,12 oz lemon ,,,,,,,,,,,,,,,,No,2017-04-24 22:10:55
178337,Autumn Garibaldi,,Kids,,Cocktail,Alcoholic,Cordial glass,Pour all ingredients into a glass over ice and stir with a bar spoon. Garnish with some orange slices.,https://www.thecocktaildb.com/images/media/drink/ne7re71604179012.jpg,Campari,Orange Juice,Ginger Beer,Orange Peel,,,,,,,,,,,,1 1/2 oz,2 1/2 oz,2 1/2 oz,Garnish with,,,,,,,,,,,,,,No,
14374,Absolut Evergreen,,,,Other / Unknown,Alcoholic,Collins Glass,"Mix, pour over ice and top up with Bitter Lemon.",https://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Absolut Citron,Pisang Ambon,Ice,Bitter lemon,,,,,,,,,,,,2/3 part ,1/3 part ,cubes,,,,,,,,,,,,,,,No,2016-09-02 11:36:49
14372,Absolut limousine,,,,Other / Unknown,Alcoholic,Collins Glass,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,https://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Absolut Citron,Lime juice,Ice,Tonic water,,,,,,,,,,,,2/3 ,1/3 ,Fill with ,Top it up with ,,,,,,,,,,,,,,No,2016-09-01 09:50:44
15597,Absolut Stress #2,,,,Ordinary Drink,Alcoholic,Collins Glass,Mix well. Garnish with Orange and Cherry. Enjoy,https://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Absolut Vodka,Peach schnapps,Coconut liqueur,Cranberry juice,Pineapple juice,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,No,2016-09-02 11:23:45
12862,Aloha Fruit punch,,,,Punch / Party Drink,Non alcoholic,Collins Glass,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",https://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,Water,Ginger,Guava juice,Lemon juice,Pineapple,Sugar,Pineapple juice,,,,,,,,,3/4 cup ,2 tsp ,2 cups ,1 1/2 tblsp ,1 1/2 cup ,1 cup ,3-4 cups ,,,,,,,,,,,No,2016-07-18 22:11:07
12864,Apple Cider Punch,,,,Punch / Party Drink,Optional alcohol,Collins Glass,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",https://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,Apple cider,Brown sugar,Lemonade,Orange juice,Cloves,Allspice,Nutmeg,Cinnamon,,,,,,,,4 qt ,1 cup ,6 oz frozen ,6 oz frozen ,6 whole ,6 whole ,1 tsp ground ,3 sticks ,,,,,,,,,,No,2016-02-03 15:26:58
17020,Auburn Headbanger,,,,Shot,Alcoholic,Shot glass,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,https://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Jägermeister,Goldschlager,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,,,,No,2017-04-24 21:55:20
15200,A Day at the Beach,,Sweet,,Ordinary Drink,Alcoholic,Highball glass,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",https://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Coconut rum,Amaretto,Orange juice,Grenadine,,,,,,,,,,,,1 oz ,1/2 oz ,4 oz ,1/2 oz ,,,,,,,,,,,,,,No,2016-02-03 15:47:54
17831,A Furlong Too Late,,,,Ordinary Drink,Alcoholic,Highball glass,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Light rum,Ginger beer,Lemon peel,,,,,,,,,,,,,2 oz ,4 oz ,1 twist of ,,,,,,,,,,,,,,,No,2016-08-31 19:46:06
14107,Absolut Summertime,,,,Cocktail,Alcoholic,Collins glass,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,https://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Absolut Citron,Sweet and sour,Sprite,Soda water,Lemon,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1/2 oz ,3 oz ,1 slice ,,,,,,,,,,,,,No,2016-08-31 19:54:22
11025,Amaretto And Cream,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Amaretto,Light cream,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,,,,No,2017-09-02 18:56:58
16354,Arizona Antifreeze,,,,Shot,Alcoholic,Shot glass,Pour all ingredients into shot glass and slam !!!!,https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Vodka,Midori melon liqueur,Sweet and sour,,,,,,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz ,,,,,,,,,,,,,,,No,2017-04-24 21:54:22
16943,A Gilligan's Island,,,,Cocktail,Alcoholic,Collins glass,"Shaken, not stirred!",https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Vodka,Peach schnapps,Orange juice,Cranberry juice,,,,,,,,,,,,1 oz ,1 oz ,3 oz ,3 oz ,,,,,,,,,,,,,,No,2016-04-28 19:12:56
17224,Absolutely Fabulous,,,,Cocktail,Alcoholic,Champagne flute,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Vodka,Cranberry Juice,Champagne,,,,,,,,,,,,,1 shot ,2 shots ,Top up with,,,,,,,,,,,,,,,No,2017-09-07 21:55:34
17094,Alice in Wonderland,,,,Ordinary Drink,Alcoholic,Collins Glass,Just mix the three ingredients one to one to one,https://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Amaretto,Grand Marnier,Southern Comfort,,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,,,,No,2017-04-24 22:29:51
14306,Amaretto Stone Sour,,,,Other / Unknown,Alcoholic,Collins Glass,Shake and Serve over ice,https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Amaretto,Sour mix,Orange juice,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,,,No,2016-09-01 09:52:01
17005,A True Amaretto Sour,,,,Cocktail,Alcoholic,Old-fashioned glass,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",https://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Amaretto,Lemon,Ice,Maraschino cherry,,,,,,,,,,,,1 jigger ,Juice of 1/2 ,,,,,,,,,,,,,,,,No,2016-08-31 19:49:32
16134,Absolutly Screwed Up,,,,Cocktail,Alcoholic,Collins glass,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",https://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,Absolut Citron,Orange juice,Triple sec,Ginger ale,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,Fill to top ,,,,,,,,,,,,,,No,2016-08-31 19:55:28
12710,Apple Berry Smoothie,,,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Berries,Apple,,,,,,,,,,,,,,1 cup ,2 ,,,,,,,,,,,,,,,,No,2016-07-18 22:14:33
17229,Adios Amigos Cocktail,,,,Cocktail,Alcoholic,Martini Glass,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/8nk2mp1504819893.jpg,Rum,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,,,,,,,1 shot ,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,,,,,,,,,,No,2017-09-07 22:31:33
11010,After Dinner Cocktail,,DinnerParty,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,https://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Apricot brandy,Triple sec,Lime,Lime,,,,,,,,,,,,1 oz ,1 oz ,Juice of 1 ,1 ,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11010,TheCocktailDB.com,Yes,2017-01-02 20:06:18
11011,After Supper Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Triple sec,Apricot brandy,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11011,TheCocktailDB.com,Yes,2017-01-02 20:06:50
16202,Amaretto Sweet & Sour,,,,Punch / Party Drink,Alcoholic,Margarita/Coupette glass,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",https://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Amaretto,Sweet and sour,Midori melon liqueur,Pineapple juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-08-31 19:35:46
15675,A midsummernight dream,,,,Ordinary Drink,Alcoholic,Collins Glass,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Vodka,Kirschwasser,Strawberry liqueur,Strawberries,Schweppes Russchian,,,,,,,,,,,2 oz ,1 oz ,1 tsp ,5 ,,,,,,,,,,,,,,No,2016-04-28 19:14:52
16958,Apple Pie with A Crust,,,,Other / Unknown,Alcoholic,Collins Glass,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,https://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Apple juice,Malibu rum,Cinnamon,,,,,,,,,,,,,3 parts ,1 part ,3 dashes ,,,,,,,,,,,,,,,No,2016-09-01 09:54:38
17832,A Night In Old Mandalay,,,,Ordinary Drink,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Light rum,Añejo rum,Orange juice,Lemon juice,Ginger ale,Lemon peel,,,,,,,,,,1 oz ,1 oz ,1 oz ,1/2 oz ,3 oz ,1 twist of ,,,,,,,,,,,,No,2016-04-29 09:43:00
16082,Almond Chocolate Coffee,,,,Ordinary Drink,Alcoholic,Coffee mug,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,https://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Amaretto,Dark Creme de Cacao,Coffee,,,,,,,,,,,,,3/4 oz ,1/2 oz ,8 oz ,,,,,,,,,,,,,,,No,2017-04-24 22:30:41
14560,A.D.M. (After Dinner Mint),,,,Cocktail,Alcoholic,Irish coffee cup,shake vigorously,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,White Creme de Menthe,Southern Comfort,Vodka,Hot chocolate,,,,,,,,,,,,1/2 oz ,3/4 oz ,1/2 oz ,Fill with ,,,,,,,,,,,,,,No,2016-08-31 19:53:20
15024,Absolutely Cranberry Smash,,,,Ordinary Drink,Alcoholic,Cocktail glass,Stir ingredients together. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Absolut Vodka,Cranberry juice,Ginger ale,Ice,,,,,,,,,,,,2 oz ,4 oz ,2 oz ,Add ,,,,,,,,,,,,,,No,2016-09-02 11:24:44
16100,Amaretto Stone Sour Alternative,,,,Other / Unknown,Alcoholic,Highball glass,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Sour mix,Amaretto,Tequila,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,2 oz ,Add splash ,,,,,,,,,,,,,,No,2016-09-01 09:53:32
15853,B-52,,"IBA,NewEra",,Shot,Alcoholic,Shot glass,Layer ingredients into a shot glass. Serve with a stirrer.,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Baileys irish cream,Grand Marnier,Kahlua,,,,,,,,,,,,,1/3 ,1/3 ,1/4 ,,,,,,,,,,,,,,,No,2017-09-02 18:07:51
13332,B-53,,,,Shot,Alcoholic,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Kahlua,Sambuca,Grand Marnier,,,,,,,,,,,,,1/3 shot ,1/3 shot ,1/3 shot ,,,,,,,,,,,,,,,No,2016-04-28 18:53:43
17254,Bijou,,,,Cocktail,Alcoholic,Cocktail glass,"Stir in mixing glass with ice and strain
",https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,Orange Bitters,Green Chartreuse,Gin,Sweet Vermouth,,,,,,,,,,,,1 dash,1 oz,1 oz,1 oz,,,,,,,,,,,,,,No,2017-12-19 18:09:45
11149,Boxcar,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,Gin,Triple sec,Lemon juice,Grenadine,Egg white,,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 tsp ,1 ,,,,,,,,,,,,,No,2017-09-02 16:32:57
13222,Big Red,,,,Shot,Alcoholic,Shot glass,Pour ingredients into 1 ounce shot glass,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,Irish cream,Goldschlager,,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,2015-09-03 03:41:56
17195,Bellini,,"ContemporaryClassic,IBA",,Ordinary Drink,Alcoholic,Champagne Flute,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,Champagne,Peach schnapps,,,,,,,,,,,,,,6 oz ,1 oz ,,,,,,,,,,,,,,,,No,2017-09-02 16:52:23
17210,Bramble,,"IBA,NewEra",,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",https://www.thecocktaildb.com/images/media/drink/twtbh51630406392.jpg,Gin,lemon juice,Sugar syrup,Creme de Mure,,,,,,,,,,,,4 cl,1.5 cl,1 cl,1.5 cl,,,,,,,,,,,,https://www.instagram.com/p/CSR2YF3M9uT,@wanderingdane,Yes,2017-09-02 18:15:26
